id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2992450,Luxury 2 bedroom apartment,4621559,Kenneth,,THIRD WARD,42.65789,-73.7537,Entire home/apt,70,28,9,2022-08-17,0.07,1,159,0,
3820211,Funky Urban Gem: Prime Central Location - Parking!,19648678,Terra,,SIXTH WARD,42.65222,-73.76724,Entire home/apt,104,2,311,2025-08-04,2.31,5,339,6,
5651579,Large studio apt  by Capital Center & ESP@,29288920,Gregg,,SECOND WARD,42.64615,-73.75966,Entire home/apt,75,2,372,2025-08-04,2.96,2,16,6,
6623339,Cozy City Stay · Free Parking + Walkable Location,19648678,Terra,,SIXTH WARD,42.65222,-73.76724,Entire home/apt,92,2,332,2025-06-30,2.66,5,348,4,
9005989,"Studio in The heart of Center SQ, in Albany NY",17766924,Sugey,,SIXTH WARD,42.65559,-73.76506,Entire home/apt,86,1,623,2025-08-03,5.63,1,217,25,
9501054,Spacious suite with full bath by Capital  Center,29288920,Gregg,,SECOND WARD,42.64734,-73.75851,Private room,59,1,431,2025-08-13,3.69,2,234,39,
10768745,Alb hospital area studio bath wifi. (Red),5691268,Elizabeth,,FOURTEENTH WARD,42.66078,-73.80553,Private room,47,1,833,2025-08-21,7.14,2,149,131,
11253948,/Fire Place Bungalow\ 1917 SUNY Eagle 6Beds 2Baths,4259750,Peter,,FIFTEENTH WARD,42.67567,-73.82438,Entire home/apt,184,1,207,2025-08-18,1.83,8,340,49,
11639446,$55twin($30 foreign student)FreeBF Noa/c no smoke,61700428,Abdullah,,ELEVENTH WARD,42.67583,-73.78297,Private room,55,15,231,2024-02-29,2.05,2,364,0,
12799126,Private Room in the Hearth of the Albany,69729286,Musab,,SIXTH WARD,42.65154,-73.76867,Private room,47,5,29,2025-08-09,0.47,2,279,1,
13083497,Pristine Cape Cod on the Creek - 4 Large Bedrooms,1364123,Akhilesh,,FIFTEENTH WARD,42.66972,-73.82753,Entire home/apt,219,2,192,2025-08-18,1.72,1,344,9,
14316232,"Unique Modern Room, Perfect Location Albany",36438637,Chad,,TENTH WARD,42.65726,-73.78219,Private room,45,18,54,2025-05-08,0.49,2,340,3,
14989805,/Miller Colonial\ 1946 SUNY Eagle Hill 5Bed 2Baths,4259750,Peter,,FIFTEENTH WARD,42.673512,-73.819679,Entire home/apt,204,1,119,2025-08-10,1.11,8,355,19,
15580397,Albany Medical/Downtown Albany/Colleges/ ROOM H,89705052,Share,,NINTH WARD,42.65651,-73.77887,Private room,54,2,50,2025-08-29,0.50,2,118,6,
16531782,On a little park in Albany pine hills. (Blue),5691268,Elizabeth,,FOURTEENTH WARD,42.66075,-73.80605,Private room,60,1,512,2025-07-26,7.97,2,346,82,
17238066,"$53($25 foreign student)Twin, noa/cno
Smoke freeBF",61700428,Abdullah,,FIFTH WARD,42.67614,-73.78169,Private room,,15,132,2024-08-01,1.29,2,364,0,
17514620,Cozy Modern Room Perfect Location Albany,36438637,Chad,,TENTH WARD,42.6584,-73.78309,Private room,41,18,56,2024-11-02,0.54,2,332,2,
18341426,/Sauna Ranch 1961\ SUNY Eagle Hill 4Beds 1Bath,4259750,Peter,,FIFTEENTH WARD,42.67637,-73.82395,Entire home/apt,555,1,58,2024-08-13,0.64,8,365,0,
19527043,Charming 1 Bedroom in a Historic Residential Home,15223767,Ed,,NINTH WARD,42.65312,-73.78161,Private room,70,1,88,2025-08-10,1.05,3,233,8,
19822913,The Honey Comb hideout,140060931,McKinley,,FOURTH WARD,42.668842904707454,-73.74151370795786,Entire home/apt,193,2,1,2025-08-04,0.88,1,89,1,
20519885,8 year SuperHost 5Bedroom In Albany,67171774,Michael And Flerida,,FOURTEENTH WARD,42.65846,-73.80201,Entire home/apt,290,4,123,2025-08-24,1.29,1,352,22,
20620135,/Red Warhol Ranch\ 1959 SUNY Eagle Hill 4beds1Bath,4259750,Peter,,FIFTEENTH WARD,42.675,-73.82382,Entire home/apt,166,1,84,2025-08-18,0.87,8,358,26,
20633175,"Garden Apartment, on the Park, close to Capital.",65414985,James,,SEVENTH WARD,42.64939,-73.76865,Entire home/apt,116,2,131,2024-05-12,1.44,2,332,0,
20671966,"The Metropolitan,3rd floor suite",98744672,Bela,,NINTH WARD,42.65532,-73.78244,Entire home/apt,68,2,48,2025-05-19,0.49,8,255,7,
21052414,Cozy bedroom with (2) walk-in closets,135717458,Chad,,THIRTEENTH WARD,42.66565,-73.77975,Private room,36,18,46,2025-05-19,0.53,3,326,4,
21392315,The Blair Suite,98744672,Bela,,NINTH WARD,42.65372,-73.78244,Entire home/apt,60,2,133,2025-08-30,1.40,8,317,13,
21449583,/zBig Blue Ranch\ 1962 SUNY Eagle Hill 4Beds 2Bath,4259750,Peter,,FIFTEENTH WARD,42.67547,-73.82402,Entire home/apt,749,4,9,2025-08-05,0.10,8,364,1,
21752534,"NEW LISTING! Modern, completely updated, LOCATION!",152762198,Allen,,TENTH WARD,42.66045,-73.77833,Entire home/apt,67,3,183,2025-07-31,1.93,9,347,11,
21769213,Cozy downstairs bedroom in quiet neighborhood!,135717458,Chad,,ELEVENTH WARD,42.66572,-73.77834,Private room,32,18,34,2025-08-30,0.36,3,283,7,
21769439,Cozy upstairs room with (1) walk-in closet,135717458,Chad,,ELEVENTH WARD,42.66703,-73.77842,Private room,35,18,26,2025-01-24,0.28,3,365,3,
22398196,Elegant Guest Suite in our beautiful Victorian!,98744672,Bela,,NINTH WARD,42.65501,-73.78122,Private room,54,2,127,2025-09-02,1.36,8,293,14,
24606880,The Western Suite,98744672,Bela,,NINTH WARD,42.65431,-73.78178,Private room,54,2,53,2025-08-16,0.63,8,338,8,
25549565,Quiet and Pretty in the Heart of Center Square,9666970,Janet,,SIXTH WARD,42.65345,-73.7645,Entire home/apt,104,1,958,2025-08-20,10.86,1,151,103,
26139592,Garden Apartment in Ctr. Square: Monthly Discounts,6833937,Farah,,SIXTH WARD,42.65403,-73.76325,Entire home/apt,81,2,152,2025-09-01,1.76,1,334,34,
27670660,The Rock & Roll Suite,98744672,Bela,,NINTH WARD,42.6543083190918,-73.78177642822266,Private room,59,2,30,2025-08-19,0.38,8,317,6,
27692601,Albany Cozy home with fireplaces and Sunroom,202580880,Rosanne,,EIGHTH WARD,42.64514,-73.80668,Entire home/apt,,3,16,2025-08-03,0.19,1,179,2,
28341274,Private room in historic building on the park,54394342,Alice,,SIXTH WARD,42.65821,-73.76917,Private room,91,1,100,2025-09-01,1.18,1,361,27,
28400263,Private Room in Historic Residential Home,15223767,Ed,,NINTH WARD,42.65464,-73.78348,Private room,50,1,272,2025-06-28,3.28,3,172,13,
28722270,✍Historic Loft Suite @ Downtown Albany,44434571,Earl Vanze,,SECOND WARD,42.64535,-73.75365,Entire home/apt,70,1,711,2025-09-03,8.61,11,353,62,
28868857,⭐Cozy Garden Suite Full Amenities @Downtown Albany,44434571,Earl Vanze,,SECOND WARD,42.64535,-73.75365,Entire home/apt,54,1,647,2025-09-01,7.89,11,353,72,
28929840,"Spacious
private suite and private bath",194113768,Rachel,,FOURTH WARD,42.6737,-73.75313,Private room,71,1,7,2024-06-09,0.08,1,143,0,
29605579,Funky Urban Gem: Prime Central Location - Parking!,19648678,Terra,,SIXTH WARD,42.65235,-73.76714,Entire home/apt,82,2,112,2025-08-31,1.35,5,362,20,
30189794,Seashore Suite At The Inn on South Lake,98744672,Bela,,NINTH WARD,42.6533,-73.78114,Private room,54,2,70,2025-08-01,0.87,8,344,2,
31210362,Nest in Hazel,160340958,Jon,,FIFTEENTH WARD,42.67519,-73.82281,Private room,47,2,32,2025-05-27,0.39,1,326,5,
32279028,"Cosy, comfy and quiet for one",172223381,Diana,,EIGHTH WARD,42.64936,-73.80278,Private room,55,1,215,2025-07-23,2.70,2,10,10,
32450400,Moroccan Sands,97330032,Sherrell,,FOURTH WARD,42.6761,-73.73825,Private room,104,3,1,2024-10-28,0.10,1,270,1,
32993402,✨Historic Full Amenities 2BR Apt @Downtown Albany,44434571,Earl Vanze,,SECOND WARD,42.64563,-73.75311,Entire home/apt,97,1,457,2025-08-30,5.80,11,334,38,
33558235,"Historic, Spacious & Fun 2BR Apt @ Downtown Albany",44434571,Earl Vanze,,SECOND WARD,42.64585,-73.75297,Entire home/apt,86,1,477,2025-08-29,6.14,11,359,57,
34330970,Muhammed Ali Lounge & Pool Hall ⬢⬡,232967878,Diana,,SECOND WARD,42.64335,-73.7579,Entire home/apt,129,1,323,2025-07-26,4.24,21,19,36,
35793179,Cozy Bedroom in Historic Residential Home,15223767,Ed,,SEVENTH WARD,42.65259,-73.78223,Private room,50,1,207,2025-08-15,2.76,3,231,32,
35914565,Perfect Downtown Base | 1BR + Free Parking,232967878,Diana,,SECOND WARD,42.64506,-73.75727,Entire home/apt,91,2,317,2025-07-28,4.22,21,19,25,
36443605,Sophisticated Retreat: 2BR in heart of Albany,188679144,Elizabeth,,THIRTEENTH WARD,42.66619,-73.79031,Entire home/apt,93,2,54,2024-08-14,0.72,8,365,0,
38321579,Comfy and quiet,172223381,Diana,,EIGHTH WARD,42.65085,-73.80239,Private room,59,1,450,2025-09-04,6.17,2,235,105,
39093517,Center Square Safe 2 Bedroom Long  Stay w/ Parking,299638115,Flerida,,SIXTH WARD,42.65507,-73.76138,Entire home/apt,102,2,51,2025-08-16,0.73,4,347,10,
39698576,Spacious Designer 1-Bed Near Albany Med,188679144,Elizabeth,,NINTH WARD,42.65483,-73.78033,Entire home/apt,79,5,24,2025-04-14,0.34,8,355,1,
40491172,"Renovated, private parking,location, washer dryer!",152762198,Allen,,THIRTEENTH WARD,42.66827,-73.79231,Entire home/apt,121,3,136,2025-07-31,1.94,9,347,24,
40828178,Comfortable! One Bedroom A/C Apartment Queen Bed,47491906,Lloyd,,FOURTH WARD,42.67773,-73.73899,Entire home/apt,121,1,173,2025-02-16,2.52,1,249,6,
41319631,Modern Carriage in the Heart of Albany,59864591,Daniel,,SIXTH WARD,42.65115,-73.7668,Entire home/apt,97,30,4,2023-01-06,0.07,1,66,0,
42009788,Center Square Sanctuary: Private 2-Bedroom Gem,188679144,Elizabeth,,SIXTH WARD,42.65315,-73.76202,Entire home/apt,88,7,25,2025-06-07,0.37,8,365,2,
42391372,Central Albany Apartment: Walk to State Capitol!,121680792,Evolve,,SECOND WARD,42.6469,-73.75761,Entire home/apt,178,3,27,2022-10-27,0.43,6,99,0,
42567833,Homey,339085327,Arkady,,NINTH WARD,42.65567,-73.7854,Entire home/apt,160,70,0,,,1,365,0,
42689068,Tribeca triplex minutes from Times Union Center,232967878,Diana,,SECOND WARD,42.64346,-73.75757,Entire home/apt,113,1,52,2025-08-17,0.78,21,85,5,
42763847,Charming dog friendly home with private yard!,649068,Anthony,,FIRST WARD,42.63876,-73.78535,Entire home/apt,103,1,126,2025-08-11,1.93,1,237,28,
43208391,Cozy Historic 2BD Apt @ Downtown Albany,272907816,Angela,,SECOND WARD,42.64453,-73.75426,Entire home/apt,114,2,123,2025-08-18,2.04,3,104,27,
43459803,Luxury 1 bedroom Apt in the heart of Center Square,299638115,Flerida,,SIXTH WARD,42.65556,-73.76205,Entire home/apt,142,2,23,2025-08-23,0.41,4,350,7,
43736299,*The Blue House* Incredible 3 Bedroom Apartment,349460842,Scott,,TENTH WARD,42.66257,-73.78281,Entire home/apt,,1,131,2024-10-28,2.08,17,0,7,
43955950,* Quaint home located in residential neighborhood*,232967878,Diana,,EIGHTH WARD,42.64383,-73.78926,Entire home/apt,,2,91,2024-11-30,1.44,21,0,6,
44180048,Historic Queen Studio Across from Washington Park!,355777684,Lloyd,,SIXTH WARD,42.65935,-73.76805,Entire home/apt,104,1,379,2025-09-01,6.05,3,331,28,
44265426,Parkside Queen 1 Bedroom (1800's) Brownstone!,355777684,Lloyd,,SIXTH WARD,42.66006,-73.76966,Entire home/apt,104,1,307,2025-08-30,4.94,3,343,17,
44450012,Spacious upscale luxury apartment with huge yard,353498132,Michael,,EIGHTH WARD,42.64808,-73.7996,Entire home/apt,145,13,26,2024-11-26,0.42,6,357,1,
45024912,Private Apt Queen 1 Bed Sanctuary with many Extras,362851072,Elsa,,FOURTEENTH WARD,42.66132,-73.7956,Entire home/apt,132,1,129,2025-01-12,2.11,1,310,1,
45074220,Secluded Studio Loft 3fl@ Historic Downtown Albany,272907816,Angela,,SECOND WARD,42.64454,-73.75369,Entire home/apt,75,1,48,2025-08-13,0.99,3,109,16,
45313545,Adorable & Trendy 1 Bd Apt Minutes to Albany Med!,165293595,Kori,,NINTH WARD,42.6545,-73.78223,Entire home/apt,86,2,164,2025-08-23,2.76,1,215,35,
45528939,UNIQUE Gem in HEART of Albany ★ Spiral Staircase,47625981,Linda,,SECOND WARD,42.64801,-73.75668,Entire home/apt,108,1,100,2025-07-07,1.78,18,114,4,
45529316,WOW ★ Bright Apt ★ PRIME downtown Walk Everywhere,47625981,Linda,,SECOND WARD,42.64821,-73.75793,Entire home/apt,109,1,127,2025-07-30,2.26,18,339,20,
45529447,★ 2 BEDROOM / 1 BATH TRENDY Apt ★ Downtown Albany,47625981,Linda,,SECOND WARD,42.64713,-73.75628,Entire home/apt,117,1,147,2025-07-06,2.63,18,106,13,
46894493,Our Antique Bungalow,69789449,Dan,,NINTH WARD,42.65311,-73.78525,Entire home/apt,152,1,265,2025-08-09,4.75,1,314,37,
47334913,"Newly renovated,Amazing Location,private parking",152762198,Allen,,THIRTEENTH WARD,42.66646,-73.79184,Entire home/apt,90,3,103,2025-08-27,1.84,9,247,25,
47345872,Funky Urban Gem: Prime Central Location - Parking!,19648678,Terra,,SIXTH WARD,42.65345,-73.76663,Entire home/apt,82,1,69,2025-08-27,1.24,5,344,18,
47408047,"Quiet cozy apartment, private laundry, great spot!",152762198,Allen,,FOURTEENTH WARD,42.67156,-73.80883,Entire home/apt,77,3,73,2025-08-30,1.32,9,361,16,
47440071,The Historic J. Buel Farmhouse - Luxury Suite Loft,382970529,Thomas,,THIRTEENTH WARD,42.6692,-73.79849,Private room,91,1,180,2025-08-29,3.19,17,64,37,
47828453,Center Square Albany 2BR Apt w/Parking near all,299638115,Flerida,,THIRD WARD,42.656,-73.76123,Entire home/apt,106,2,26,2025-08-22,0.47,4,310,8,
47902629,"Renovated 2br/2ba, close to Alb Med & St. Petes.",21886921,David,,THIRTEENTH WARD,42.66744,-73.79216,Entire home/apt,140,14,10,2025-07-26,0.19,2,365,3,
47943571,Downtown Albany 1 Bed + Workstation @ Maiden Lane,385664127,Dillon,,THIRD WARD,42.65118,-73.75274,Entire home/apt,97,2,172,2025-07-12,3.10,2,226,24,
48052353,*The Rustic Home* 3 Bedroom Second Floor Apartment,349460842,Scott,,TENTH WARD,42.66261,-73.78332,Entire home/apt,192,1,172,2025-08-03,3.10,17,182,23,
48124042,Downtown Albany 2 Bedroom + Workstation @ The Mark,385664127,Dillon,,THIRD WARD,42.64982,-73.7509,Entire home/apt,93,1,234,2025-06-29,4.71,2,204,40,
48172884,The Down Under Suite,98744672,Bela,,NINTH WARD,42.65399,-73.78126,Private room,45,2,81,2025-08-03,1.48,8,284,16,
48470454,"/ New Giant Victorian \ 7beds 6 baths + 2x 85"" TVs",4259750,Peter,,THIRTEENTH WARD,42.66526412963867,-73.78692626953125,Entire home/apt,,2,46,2025-08-03,1.21,8,330,12,
48599533,Capital View I,392074908,Jerry,,SIXTH WARD,42.65429,-73.75986,Entire home/apt,94,2,105,2025-08-04,2.12,4,179,5,
50171851,Beautiful Center Square Garden-Level Unit,48490017,Todd,,SIXTH WARD,42.65157,-73.76546,Entire home/apt,78,2,200,2025-08-18,4.04,1,42,33,
50207226,★ RARE 1BR Apt with Character GREAT Location! W/D★,47625981,Linda,,FOURTH WARD,42.65888,-73.74673,Entire home/apt,104,1,95,2025-08-10,1.84,18,115,20,
50211226,Cozy Studio By Washington Park | Walkable!,105597161,Katelyn,,ELEVENTH WARD,42.66034,-73.77163,Entire home/apt,104,2,194,2025-08-17,4.32,1,285,29,
50354540,Heart of Center Square: Designer 2-Bed Retreat,188679144,Elizabeth,,SIXTH WARD,42.65333,-73.76402,Entire home/apt,102,3,19,2025-08-04,0.37,8,363,5,
50890336,"★CHIC, Renovated Brownstone★ in PRIME DT Albany",47625981,Linda,,FOURTH WARD,42.65901,-73.74748,Entire home/apt,108,1,45,2024-07-25,0.90,18,114,0,
51230498,"Chic-romantic, center-city, hotel-style apartment.",414738935,Sonya,,THIRD WARD,42.66064,-73.76074,Entire home/apt,65,1,267,2025-08-19,5.32,1,179,44,
51461480,🍃Chic & Cozy Near Washington Park Garden Suite,416799784,Rosie,,TENTH WARD,42.65969,-73.77564,Entire home/apt,109,7,30,2025-06-26,0.64,1,114,7,
51503537,Walk to Everything Downtown Albany! Luxury Apt!,394420519,Christopher,,THIRD WARD,42.65061,-73.75006,Entire home/apt,101,4,10,2025-06-24,0.21,1,270,2,
51579900,★MODERN 1BR GREAT Location Downtown! W/D Parking!★,47625981,Linda,,FOURTH WARD,42.65856,-73.74866,Entire home/apt,99,1,84,2025-08-17,1.70,18,115,12,
51592836,Lovely 1 Bedroom Unit In Historic Brownstone!,60293220,David,,THIRD WARD,42.65844,-73.74978,Entire home/apt,90,2,94,2025-08-11,1.97,3,360,10,
51710034,Empire Plaza View I,392074908,Jerry,,SIXTH WARD,42.65269,-73.76076,Entire home/apt,86,2,45,2025-07-31,0.92,4,364,9,
52152157,"Modern space, everything you could want!",152762198,Allen,,FIRST WARD,42.63066,-73.77357,Entire home/apt,97,3,80,2025-08-21,1.67,9,167,20,
52241973,Garden Apartment in Historic Center Square Home,35465673,Jason,,SIXTH WARD,42.65641,-73.76413,Entire home/apt,75,1,345,2025-08-20,7.28,1,46,83,
52360097,Empire Plaza View II,392074908,Jerry,,SIXTH WARD,42.65386,-73.75958,Entire home/apt,94,2,77,2025-08-02,1.60,4,363,3,
52611613,* Adorable home w/parking near great restaurants *,232967878,Diana,,NINTH WARD,42.65674,-73.79221,Entire home/apt,148,2,142,2025-07-11,3.00,21,231,23,
52619545,Artful 2BR Escape | Walkable + Parking,232967878,Diana,,THIRTEENTH WARD,42.67102,-73.79454,Entire home/apt,107,2,98,2025-08-16,2.06,21,24,23,
52691284,+ Perfect place to make memories with loved ones +,232967878,Diana,,TENTH WARD,42.66236,-73.79245,Entire home/apt,476,2,95,2025-08-17,2.01,21,251,21,
52836323,*Hidden gem w/in walking distance to Madison Ave *,232967878,Diana,,THIRTEENTH WARD,42.67242,-73.79292,Entire home/apt,138,2,87,2025-08-02,1.93,21,56,9,
52837196,★MODERN 1BR Apt w/ PRIVATE deck! W/D★,47625981,Linda,,FOURTH WARD,42.65812,-73.74837,Entire home/apt,104,1,84,2025-08-10,1.78,18,110,19,
52863776,Washington Parkside 1 Bedroom In 1800s Brownstone!,355777684,Lloyd,,SIXTH WARD,42.65826,-73.76944,Entire home/apt,107,1,228,2025-09-01,4.85,3,338,54,
53312101,City Stay Near The Egg | 1BR + Parking,232967878,Diana,,SECOND WARD,42.64369,-73.7581,Entire home/apt,76,2,67,2025-07-28,1.45,21,25,14,
53483727,Spacious Urban APT w/4BR & Office in Albany,433096110,Brian,,FOURTEENTH WARD,42.65824,-73.80114,Entire home/apt,195,1,169,2025-09-01,3.78,3,216,33,
53567589,Private Garden Apt in Downtown Albany|Pets Allowed,433096110,Brian,,SIXTH WARD,42.65204,-73.76655,Entire home/apt,98,1,282,2025-09-01,6.20,3,358,60,
53645427,★ BEAUTIFUL  2 BED 2 BATH  w/ SOAKER TUB + W/D★,47625981,Linda,,FOURTH WARD,42.65913,-73.74722,Entire home/apt,136,1,127,2025-08-15,2.79,18,88,28,
53860077,/ Sauna Garden Getaway\ 1943 SUNY Eagle Hill,4259750,Peter,,FIFTEENTH WARD,42.674675,-73.822861,Entire home/apt,211,1,48,2025-08-20,1.14,8,350,22,
53971505,Charming 1 Bdrm Garden Apt in Historic Brownstone,60293220,David,,FOURTH WARD,42.65873,-73.7494,Entire home/apt,,13,3,2022-12-31,0.07,3,365,0,
54097694,B Unieke,438504176,Roland,,SECOND WARD,42.64683,-73.75662,Entire home/apt,,1,0,,,1,0,0,
54126420,Beautiful 1 bedroom in a quiet residential area.,37769478,Erion,,TENTH WARD,42.66261,-73.79026,Entire home/apt,82,1,115,2025-08-28,2.92,12,355,31,
54126421,Beautiful Apartment in the heart of Albany,37769478,Erion,,SIXTH WARD,42.65422,-73.76996,Entire home/apt,102,1,73,2025-08-18,1.74,12,355,12,
54126427,Beautiful 1 bedroom In the heart of Albany,37769478,Erion,,SIXTH WARD,42.65403,-73.77056,Entire home/apt,93,1,149,2025-09-03,3.34,12,350,47,
